,0,1,2,3,4,5,6,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,62.2591590363907,48.86462452954046,[173.92465582],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,57.68358006798445,26.32803923791416,[95.06276016],0.0,0.0,0.0,0.0,9.732750458688749
0,78.80302438824398,35.63089068698261,[134.92589809],0.0,0.0,0.0,2.029865735233185,0.0
0,16.48437352451777,18.30310758111411,[58.91871695],0.0,0.0,0.0,0.0,11.751994040870034
0,49.31966668932698,6.815949009485546,[41.48272471],0.0,0.0,0.0,0.0,4.531351054140643
0,46.731348280076475,32.876770711750076,[79.15626945],0.0,0.0,0.0,0.0,10.491810584668984
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,43.00636290697184,25.225716030091036,[130.21011229],0.0,0.0,0.0,0.0,9.379186509963374
0,42.016010540681364,9.599334803415877,[69.96015201],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,63.83139901872583,31.971622298341117,[77.14397017],0.0,0.0,0.0,0.0,2.623658622522364
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,62.00345773833622,44.07666842537799,[94.55145617],0.0,0.0,0.0,3.1707365956006894,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,79.04963841042468,30.97700632150385,[106.57518411],0.0,0.0,0.0,0.0,3.2774561941318363
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,58.172905691445486,38.29902112383302,[137.97474059],0.0,0.0,0.0,1.059118051677933,4.7400451751372925
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,52.11833694985286,33.53681210168157,[94.2319829],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,40.26912011102836,34.601316253867274,[92.09670942],0.0,0.0,0.0,0.0,3.5421138565466963
0,42.15950429124783,33.94329472967158,[101.68688655],0.0,0.0,0.0,0.0,1.2998336984364884
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,63.112256998761694,14.405925462590563,[55.91856745],0.0,0.0,0.0,0.0,13.235101023743534
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.162556806126975,32.656045082856664,[66.57356602],0.0,0.0,0.0,0.0,19.08155056092334
0,85.86180816456296,38.78343047041336,[157.10820313],0.0,0.0,0.0,0.0,5.627445218891634
0,65.0650341506176,40.69776693685719,[53.63369095],0.0,0.0,0.0,0.0,8.050769233858906
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,65.5220085231993,27.344104556644673,[82.17176632],0.0,0.0,0.0,7.276782000084149,0.0
0,52.09512570826213,36.82094235881238,[44.06702946],0.0,0.0,0.0,0.0,14.53940131607348
0,26.99609314584263,19.010532731397394,[87.82919177],0.0,0.0,0.0,0.0,13.213633360296082
0,40.884406461410016,27.446610791541023,[150.5664469],2.299437069288801,0.0,0.0,0.0,16.194630771787587
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,45.98696095907375,42.079438214091724,[48.44584202],0.0,0.0,0.0,2.1721526413656345,0.0
0,75.50187613862735,25.62082125014286,[122.71503261],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,68.8594292278936,38.6237535549678,[117.81915584],0.0,0.0,0.0,5.151753990682643,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.83057303009722,25.178696160334827,[59.41880719],0.0,0.0,0.0,0.0,6.724826254347541
0,48.46797758406232,37.46047600255591,[37.03681414],0.0,0.0,0.0,1.036993142532791,10.893289790855814
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,59.13037993758027,51.118703686146915,[102.31963142],0.0,0.0,0.0,2.7342295632468545,3.6235461474838484
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,62.96920538960123,21.87222905767592,[58.73791449],0.0,0.0,0.0,0.0,9.690336088795606
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,59.59688233229957,29.456779501453468,[157.47914484],0.0,0.0,0.0,0.0,0.0
0,12.469882234922066,5.535103310425695,[21.05837084],0.0,0.0,0.0,0.0,12.283961359004984
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.44419461013165,30.295650096752496,[91.00378964],0.0,0.0,0.0,0.0,4.843271647218604
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,79.92882855600784,14.060776069445614,[30.37761911],0.0,0.0,0.0,1.9559691770178886,2.911213562548023
0,16.672079613603238,17.144527045908628,[7.29850081],0.0,0.0,0.0,0.0,4.576739866150822
0,66.27662169531689,37.90327046710038,[80.03126577],0.0,0.0,0.0,0.0,3.872121106217756
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,83.18271063830004,37.85664803083761,[205.68650002],0.0,0.0,0.0,0.0,5.002075455299896
0,44.34301111710108,27.22181586782825,[61.41529532],0.0,0.0,0.0,0.0,4.455260434948707
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,48.93101793360227,26.77899421725571,[35.7574315],0.0,0.0,0.0,0.0,10.382222200423051
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,43.157087574719014,30.412111889230395,[77.38240379],0.0,0.0,0.0,0.0,13.922805658483508
0,65.92125740795316,51.5518051537572,[84.59815336],0.0,0.0,0.0,3.619737187599407,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,80.06855026199756,26.570161106238587,[233.12224236],0.0,0.0,0.0,2.3959534451486424,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,98.95920494808885,15.505825859390736,[137.40155789],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.219396711255314,19.477304714241434,[31.46286856],0.0,0.0,0.0,0.0,2.761214858920489
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,34.078954596775695,35.99160113535143,[74.89881024],0.0,0.0,0.0,0.0,3.7769504793396016
0,88.31645625468248,13.00344697610867,[66.98491051],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,65.2243756376343,21.0719726346613,[58.91113593],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,76.98338362173143,47.12233572050889,[53.55261666],0.0,0.0,0.0,0.0,0.0
0,27.783550409447148,39.83807278916267,[21.24183564],0.0,0.0,0.0,0.0,10.532507631997468
0,12.118487021155238,24.269101024134432,[9.88849998],0.0,0.0,0.0,0.0,9.503275975907897
0,35.83439819391269,45.92467982126528,[74.10964447],0.0,0.0,0.0,2.173359706150377,0.8185535134093869
0,78.85839247009487,33.07395939185339,[222.96291713],0.0,0.0,0.0,0.0,4.71785884427571
0,44.88921118274661,35.815629466604456,[67.96024748],0.0,0.0,0.0,0.0,9.047756089074579
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,66.42724205459962,28.695469948522508,[32.54547051],0.0,0.0,0.0,0.0,3.644860466127001
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,81.24921191895706,23.163588489178597,[90.77144854],0.0,0.0,0.0,0.0,10.135311734599565
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.02291783358009,42.93762721370717,[110.0669612],0.0,0.0,0.0,0.0,13.584235506787664
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.421380236160086,31.462095073315822,[65.53004732],0.0,0.0,0.0,0.0,10.155671163244268
0,51.723444121402274,28.41126968234365,[162.66013666],2.1766701782914315,0.0,0.0,0.0,0.0
0,83.96642632560733,41.1762613598456,[143.00805028],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,73.00977416976644,33.137489112349186,[83.6167931],0.0,0.0,0.0,4.829931368376877,0.0
0,34.95312091057451,24.607048827650193,[31.91740199],0.0,0.0,0.0,0.0,6.062853937938651
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,55.01578574708337,8.903784427968818,[101.13308542],0.0,0.0,0.0,0.0,9.272592298017578
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,43.293204544125544,23.75371618119908,[76.31315395],0.0,0.0,0.0,0.0,3.314124689956977
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.045696967971008,6.520675327639129,[12.41298801],0.0,0.0,0.0,0.0,5.768178176250901
0,41.54504080587382,8.283310487289917,[8.7520854],0.0,0.0,0.0,0.0,11.204090016231374
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,86.79160853945271,43.3894323957669,[145.16748046],0.0,0.0,0.0,0.0,0.49804112032862424
0,74.33082636961083,44.82908000561267,[53.4588644],0.0,0.0,0.0,2.375725635648881,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,37.02765105526805,19.225262144297673,[11.91777955],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.33266609344837,28.18332983914062,[38.551712],0.0,0.0,0.0,0.0,9.773123918443087
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,81.7566409529232,18.52698641987898,[33.31102799],0.0,0.0,0.0,0.0,5.771443598968109
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,85.79127193048456,24.369843186645408,[98.44717636],0.0,0.0,0.0,0.0,0.0
0,68.89726157645268,18.45291475809452,[111.55077629],0.0,0.0,0.0,0.0,4.839898041816861
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.388264570892268,26.869549035911476,[1.38028783],0.0,0.0,0.0,0.0,11.114563807308006
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,75.55530999801974,16.011417656003637,[68.65576879],0.0,0.0,0.0,0.0,6.478272685680031
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,106.85465606852314,29.512362212522312,[36.9054225],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.935163752170496,15.86810152927604,[27.69004725],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.11056367714124,31.050738364832732,[38.20735072],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,39.48028731226846,29.994707004559306,[51.12803371],0.0,0.0,0.0,0.0,10.03899173387095
0,89.5102318034574,44.97471818380644,[89.94276719],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.736851119845323,21.6636012225976,[72.82484205],0.0,0.0,0.0,0.0,4.551745478226281
0,34.24647724374542,24.886702457864057,[23.68122988],0.0,0.0,0.0,0.0,2.8880813792708033
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,66.977103977843,36.34790205019931,[42.53781299],0.0,0.0,0.0,4.293651235728645,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,58.691757838687366,33.95002435468881,[122.95742502],0.0,0.0,0.0,0.0,2.3025866448456225
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,39.681057711307595,9.935698489925134,[9.333808],0.0,0.0,0.0,0.0,0.0
0,11.844501691951768,20.62501667044808,[56.61823207],0.0,0.0,0.0,0.0,5.627599044016616
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,75.333840252299,43.603323461355494,[158.97435908],0.0,0.0,0.0,5.507460970929601,0.0
0,26.688664258868585,11.69578728934979,[2.33915526],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.709201954429934,34.60645325308282,[18.08860839],0.0,0.0,0.0,0.0,7.55575956917555
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,52.000834311196,41.935582617195074,[99.37522382],0.0,0.0,0.0,0.0,9.706805159058966
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,37.05812747835355,52.06867444689774,[100.83832073],0.0,0.0,0.0,0.0,0.0
0,56.035985398551496,18.723178241976626,[87.05564606],0.0,0.0,0.0,0.0,9.360832427390735
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.576637990168358,7.512004185487596,[9.77138881],0.0,0.0,0.0,0.0,5.74838793277939
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.165046270244254,42.01697401627824,[80.70128517],0.0,0.0,0.0,0.0,8.913848359078612
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,55.32586855615708,19.324662486064504,[44.86304763],0.0,0.0,0.0,0.0,12.608827136066328
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.785283407399614,28.93458244710353,[57.79895836],0.0,0.0,0.0,0.0,7.221950462515487
0,38.01938142165966,30.61449744625503,[49.18977618],0.0,0.0,0.0,0.0,4.6946689202308995
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,97.12827415732293,27.995388335556655,[230.86605255],2.3119721825348605,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,34.86415565499111,17.650261283784378,[14.96378533],0.0,0.0,0.0,0.0,6.523372020305031
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,58.45169923367671,45.630782377622296,[121.1140614],0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.04122082183779,18.882982679453747,[34.74158647],0.0,0.0,0.0,0.0,9.628134517133699
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,64.26980107626848,36.05041453531271,[99.83348884],0.0,0.0,0.0,0.0,10.908509329182941
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,62.420352926120465,40.522683193904854,[152.71369008],0.0,0.0,0.0,0.0,0.6665712769957293
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.73426194305815,25.71303175241667,[31.09087381],0.0,0.0,0.0,0.0,8.116062386342165
0,35.76340563228606,30.65883429562725,[27.24537181],0.0,0.0,0.0,0.0,10.23044894200836
0,82.26385334624558,36.54504894065406,[139.47986028],0.0,0.0,0.0,4.7769787207616226,0.0
0,58.54341720109309,27.62614286184509,[123.36852028],0.0,0.0,0.0,0.0,7.768608090594896
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,95.45467591366044,20.766242036466018,[229.69070345],0.0,0.0,0.0,0.0,9.823064529209178
0,53.14159012551964,13.359332457649252,[62.58587894],0.0,0.0,0.0,0.0,5.654691348904553
0,28.436999508385945,48.95111119074239,[82.60037806],0.0,0.0,0.0,0.0,5.433309230810498
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,54.007327028644156,40.97904810238287,[29.93470311],0.0,0.0,0.0,1.3750795710301833,0.0
